id;name;price;city;promo_price;link
3226646;Конструктор LEGO Disney Princess Книга приключений Белль 43177;2029;Saint Petersburg;1599;https://www.detmir.ru/product/index/id/3226646/
3405558;Конструктор LEGO Friends Кьюб Мии с мопсом 41664;889;Saint Petersburg;619;https://www.detmir.ru/product/index/id/3405558/
3144089;Конструктор LEGO Classic Базовый набор кубиков 11002;1909;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3144089/
3405573;Конструктор LEGO Dots Брелок Леопард 41929;649;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405573/
3405640;Конструктор LEGO Star Wars Микрофайтеры Сокол тысячелетия 75295;1069;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405640/
3596842;Конструктор LEGO Dots Брелок для сумки Дракон 41939;649;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3596842/
3596782;Конструктор LEGO Friends Школа Хартлейк Сити 41682;7789;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3596782/
3596779;Конструктор LEGO Friends Лесной водопад 41677;949;Saint Petersburg;799;https://www.detmir.ru/product/index/id/3596779/
3244511;Конструктор LEGO Friends Пляжный домик 41428;5389;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3244511/
3244526;Конструктор LEGO Dots Браслет Русалочка 41909;649;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3244526/
3142201;Конструктор LEGO Movie Набор кинорежиссёра 70820;4549;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3142201/
3596775;Конструктор LEGO Friends Модный кьюб Эммы 41668;889;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3596775/
3226750;Конструктор LEGO Speed Champions Lamborghini Urus ST-X Lamborghini Huracan Super Trofeo EVO 76899;6589;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3226750/
3244528;Конструктор LEGO Dots Браслеты Приключения 41918;649;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3244528/
3226571;Конструктор LEGO Classic Пластина базовая Белая 11010;709;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3226571/
3596881;Конструктор LEGO Disney Princess Замок Белль и Чудовища 43196;8989;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3596881/
3244580;Конструктор LEGO Super Mario Марио-пожарный 71370;1069;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3244580/
3405615;Конструктор LEGO Super Mario дополнительный набор ядовитое болото егозы 71383;4429;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405615/
3405561;Конструктор LEGO Dots Тайлы — серия 3 41921;349;Saint Petersburg;249;https://www.detmir.ru/product/index/id/3405561/
3405554;Конструктор LEGO Friends Машина скорой ветеринарной помощи 41445;3109;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405554/
3244581;Конструктор LEGO Super Mario Марио-вертолет 71371;1069;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3244581/
3226593;Конструктор LEGO Creator Грузовик Монстрбургер 31104;5389;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3226593/
3405556;Конструктор LEGO Friends Кьюб Оливии с фламинго 41662;889;Saint Petersburg;609;https://www.detmir.ru/product/index/id/3405556/
3122102;Конструктор LEGO Harry Potter Побег Грин-де-Вальда 75951;2749;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3122102/
3405572;Конструктор LEGO Dots Брелок Нарвал 41928;649;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405572/
3226652;Конструктор LEGO City Police Ограбление полицейского монстр-трака 60245;5389;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3226652/
3226725;Конструктор LEGO Star Wars Истребитель Сид ситхов 75272;7569;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3226725/
